Gene	1-NX-7-D3	2-JYP-5-D3	2-JYP-7-D3	2-JYP-8-D3	3-zhang-1-D3	4-zhou-2-D3	1-NX-2-D3	3-zhang-7-D3	4-zhou-1-D3	5-li-4-D3	6-zhang-2-D3	7-di-3-D3	8-liu-10-D3	4-zhou-8-D3	5-li-6-D3	5-li-13-D3	6-zhang-6-D3	8-liu-15-D3	9-shi-2-D3	11-yao-2-D3	12-wen-13-D3	13-jin-3-D3	13-jin-7-D3	2-JYP-9-D3	4-zhou-9-D3	6-z-12-D3	7-di-7-D3	8-liu-9-D3	1-NX-4-D3	3-zhang-6-D3	12-wen-6-D3	5-li-1-D3	17-chen-3-D3	14-zhang-5-D3	15-zhou-11-D3	18-xu-11-D3	19-lu-10-D3	20-li-5-D3	20-li-11-D3	21-lu-11-D3	22-wang-4-D3	22-wang-8-D3	24-liu-7-D3	9-shi-10-D3	11-yao-1-D3	13-jin-8-D3	14-zhang-2-D3	15-zhou-3-D3	18-xu-10-D3	22-wang-9-D3	26-qi-8-D3	28-sun-4-D3	29-li-5-D3	16-zheng-7-D3	19-lu-6-D3	21-lu-10-D3	23-cai-8-D3	24-liu-5-D3	25-qin-2-D3	26-qi-6-D3	26-qi-7-D3	28-sun-3-D3	29-li-8-D3	30-xiang-6-D3	30-xiang-7-D3	30-xiang-8-D3	32-wang-7-D3	35-xie-7-D3	35-xie-4-D3	36-qi-1-D3	38-dong-14-D3	41-zhou-8-D3	43-feng-10-D3	35-xie-9-D3	36-qi-7-D3	36-qi-8-D3	36-qi-18-D3	37-liao-2-D3	38-dong-10-D3	38-dong-13-D3	40-lin-12-D3	40-lin-15-D3	41-zhou-1-D3	27-lin-7-D3	30-xiang-11-D3	31-wu-6-D3	32-wang-1-D3	37-liao-5-D3	46-li-3-D3	49-xu-2-D3	58-chen-6-D3	20-li-8-D3	44-huang-4-D3	42-xu-7-D3	42-xu-17-D3	43-feng-13-D3	46-li-5-D3	48-shen-5-D3	48-shen-8-D3	48-shen-9-D3	49-xu-9-D3	51-gao-3-D3	51-gao-6-D3	39-wu-8-D3	40-lin-9-D3	42-xu-16-D3	45-cheng-1-D3	47-nian-7-D3	50-lai-9-D3	51-gao-5-D3	53-lang-6-D3	54-li-3-D3	55-xu-8-D3	52-wu-6-D3	52-wu-11-D3	53-lang-16-D3	58-chen-7-D3	57-zhao-2-D3	59-meng-3-D3
ARFGEF3	1.13	0	1.24	0	0.94	0.72	0.25	0	0.61	0.78	4.18	0.99	3.73	1.94	0	0	2.73	0	5.99	0	0	0	0	0	0	0	0	2.84	0	1.17	0	0	0	0.15	0	0	1.75	0.62	0.64	0.77	0	0	0	0.06	0	0	0	0	0	0.88	2	0.18	0.16	3.55	0	0.4	4.9	6.27	0	0	0.02	0.78	3.56	0	0	0	0	0	0	0	0	5.71	0	2.24	0	0	0	0	0	0	0	1.03	0	1.05	1.87	6.31	0	0	0	0.48	0	2.3	0	0	0	0	0	0	0	1.17	0	0	0.34	0	0	0.61	0	0.51	1.15	0	1.58	7.77	2.78	0	0	0	0	0	0.48
ARHGAP27	0	0	0	0.4	0	0	0	0	10.07	0	0	2.58	1.74	0	0	60.72	5.22	0	0	1.62	0	0	0	7.07	1.72	0	0	0	0	0	0	0	0	0.8	230.94	3.78	15.83	0	55.85	0	3.92	3.29	0	112.61	8.35	1.75	0	66.91	0	0	2	6.91	2.5	26.22	0	0.59	58.01	64.77	1.63	0	2.12	0	3.99	0	0	0	0	0	0	0	158.18	0	0	0	0	0	1.01	126.35	0	0	0	0	0	0	0	0	50.75	2.91	2.1	0	0	0	0	0	10.3	0	0	0	0	0	0	0	29.98	0	0	70.5	1.94	0	0	7.91	0	3.18	0	9.82	0	0	81.29	35.08	73.42
ARHGEF10L	0	28.9	4.21	26.58	0	0	0	6.55	0	0	0	0	2.29	5.89	0	184.4	0	2.89	0	0	0	0	0	1.52	0	0	0	0	0	0	0	0	0	23.48	0	0	0	0	0	0	1.54	0	0	0.04	3.64	0	0	0	0	0	0	13.91	0	0.48	0	0	0	96.57	0	0	36.62	0	0	0	0	0	6.76	0	0	0	12.14	0	0	0	156.02	16.33	0	0	2.86	0	0	14.24	0	0	0	0	0	0	0	0	0	0.43	0	5.55	2.41	0	0	0	3.68	3.29	0	0	0	2.97	0	0	0	9.8	0	0	0	0	0	0	0	7.08	0	2.16	0
ARHGEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75	0	0	0	0	0	0	0	0	0	0	28.12	11.78	1.07	1.35	19.3	104.74	38.76	0	0	0	0	0	0	0	5.62	1.21	0	0	0	0	0	0.52	3.99	0	5.29	0.66	1.85	81.21	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.36	0	0	75.79	3.61	5.19	0	5.38	0	0	0	0	5.31	7.05	0	0.5	0	1.32	0	0	0	0	0	0.83	0	6.59	0	0	2.51	12.02	2.94	6.84	0	2.04	0.35	0	0	0	14.65	2.22	0	11.52	22.78
ARPC2	0	0	0	15.76	0.64	56.37	0	0	0	0	125.94	0	0	15.3	0	20.6	0	0	0	0	0	0	0	0	557.68	17.87	53.32	4.27	31.28	0	0	0	0	89.92	0	0	0	0	464.36	2.45	0	0	0	74.59	0	0	22.26	0	0	0	0	0	160.29	0	4.29	25.63	83.04	95.12	0	7.83	6.34	115.44	0	0	0	0	0	0	13.05	0	0	3.67	0	0	0	136	42.11	0	0	64.82	85.31	68.36	888.64	0	320.07	0	0	0	0	30.28	108.11	10.15	0	0	72.08	0	0	0	0	24.31	0	90.77	73.38	275.2	0	14.08	84.96	7.05	0	296.61	197.53	147.12	28.56	0	13.93	9.74	28.6	370.34	466.93
ASB9	0	0	21.87	0	0	0	0	227.94	22.25	0	0	0	51.57	0	121.34	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8	0	0	0	0	0	0	72.15	8.42	0	0	166.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.39	632.21	86.61	72.12	80.64	157.93	0	0	0	0	0	10.41	0	0	0	0	0	0	0	0	0	0	0	0	0	26.47	0	16.6	12.05	61.22	51.24	0	0	0	0	0
ASPM	4.7	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.77	0	0	8.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0	5.16	0.58	0	0	4.81	0	0.42	0	0	0.55	0	0	0	0	0	0	0	9.04	0	0	0	0	0	3.02	0	0	0	68.43	0	0	0	0	0	0	0	0	0	0	0	0	20.86	0	17.5	0	0.67	0	1.2	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	1.77	0	10.15	22.23	0	22.46	1.64	0	0	0.91	10.5
ATG4B	24.84	0	0	16.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.46	0	0	0	0	0	0	0	289.98	0	25.33	0	0	69.71	394.07	0	0	13.2	96.9	0	53.64	28.17	0	0	56.4	0	0	0	3.73	7.42	3.08	5.87	3.33	3.89	0	10.39	45.52	10.35	0	0	0	0	0	0	0	0	0	0	0	39.82	0	107.47	0	0	0	0	98.41	0	0	0	0	0	74.47	0	16.95	0	0	0	0	0	5.35	32	0	0	112.95	0	0	136.58	0	133.01	110	17.88	14.11	0	0	0	14.5	13.37	2.04	0	70.9	0	0	0
ATP1A2	5.74	0	0	0	0	2.52	2.98	1.53	0	1.5	0	0	0	0	3.54	0	0	0	2.78	4.17	0	0	0	0	4.86	0.55	3.72	4.95	10.3	5.33	0.62	1.68	3.87	0	0	0	2.82	1.49	0	0	0	0	0	0	2.82	0	4.9	0	0.67	0	1.24	1.68	0	0.45	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	14.18	0	0	0	31.9	0	0	2.46	0	0	0	5.81	0	0	0	0	0	0	0	1.03	1.4	0	0	3.4	3.44	0	0	0	0	0	0	0	0	1.22	0	7.28	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0
ATP4A	6.85	0	0	0	21.91	0	29.88	0	6.96	0.76	0	0	0	0	9.31	0	0	0	0	0	0	28.93	0	0	2.96	0	7.33	1.38	20.26	48.21	17.23	0	11.11	0.66	1.59	0	0	3.22	0	0	3.43	0	0	0.79	0	35.42	0	7.6	0	27.23	1.22	0	0	5.17	0	0	0	1.2	3.09	4.31	0	0	1.8	9.59	0	0	0	0	0	13.22	0	0	9.74	0	21.73	0	0	0	0	0	11	2.8	0	8.44	20.41	0	0	0	0	0	1.1	8.21	0	0	0	0	0	0	0	3.11	0	14.46	0	0	0	8.48	3.07	0	0	0	5.33	0	13.45	0	1.6	9.94	0	3.12	2.21
ATP5PB	0	0	21.22	6.22	0	19.06	0	8.22	1.81	0	0	223.55	117.95	0	0	0	0	0	0	0	2.19	11.49	6.1	8.09	9.34	0	0.22	6.51	0	3.59	7.89	5.25	7.04	0	0	0	0	0	0	4.64	9.63	0	0	0	0	5.26	0	1.2	15.81	0	6.96	0	0	7.63	3.06	19.68	1.15	322.62	14.31	0	7.94	4.57	0	0	0	0	0	0	0	0	0	298.26	0	0	76.84	0	0	0	0	0	0	0	0	0.74	0	0	2.6	0	0	0	12.97	0	15.28	0	0	3.8	0.33	0	0	0	0	30.82	10.84	0	7.71	13.07	78.79	3.15	0	0	3.53	0	0	8.46	5.84	0	0	8.79	16.46
ATP6V1A	0	15.12	0	0	0	11.46	0	0	0	0	0	0	0	0	4.15	0	0	0	0	0	0	0	0	0	0	575.5	22.42	0	0	0	4.38	0	0	9.97	2.1	0	0	0	0	0	5.28	3.76	0	0	150.24	0	0	3.25	0	0	0	0	2.25	1.56	40.84	0	2.27	114.82	0	19.43	32.8	43.25	9.02	0	0	0	9	0	0	0	18.02	244.88	0	0	0	0	9.48	0	0	0	0	22.85	0	0	0	0	0	0	0	22.49	0	1.57	0	16.33	0	9.34	0	0	0	0	0	0	0	0	0	0	0	4.58	15.75	50.92	42.14	0	0	0	125.93	74.5	18.18	155.11	4.53
ATP6V1B2	12.08	27.15	8.42	0	0	0	0	0	0	12.77	0	0	0	0	5.05	29.18	0	0	0	0	0	3.55	0	0	0	0	0	0	0	0	0	0	12.4	9.34	0	0	510.67	54.34	24.61	2.6	0	0	0	9.25	0	14.24	35.19	0	0	3.81	0	65.33	2.01	2.25	22.7	2.46	202.03	50.57	0	0	0	1.69	0	0	0	0	0	0	0	0	79.34	0	150.28	0	190.11	149.98	2.68	0	0	0	0	95.28	0	0	0	216.04	50.05	1.9	0	0	2.82	0	40.94	10.74	0	3.57	0	0	0	9.18	0	5.57	0	0	0	128.26	1.43	51.84	85.31	61.91	10.46	7.51	0	10.83	0	0	16.76	31.57	0.77
ATP9A	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	10.47	0	0	0	0	0	0	0	2.77	0	0	0	26.23	0	1.43	37.01	0	1.15	3.45	1.64	33.06	0	0	0	25.04	0	0	0	0	0	2.03	0	0.59	0	0	0	0	0	1.39	0.45	0	4.15	0	0.73	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	0	0	0	0	4.4	0	0	0	0.92	0	0	0	2.62	0	0	0	12.05	6.49	0	0	0	0	26.4	0	0	0	0	0	0	0	1.4	2.42	3.12	1.92	19.19	0	4.19	2.21	0	0	1.35	6.72
ATXN7	0	0	0.75	1.87	0	0	0	1.62	17.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.29	0	0	23.98	57.04	0	0	0	0	10.56	6.29	0	0	0	7.15	0	2.63	20.68	0	9.79	0	0	0	0	2.25	21.99	0	0	28.39	2.01	0	0	0	0	0.89	0	0	2.95	13.25	3.27	0	0	0	0	0	17.66	0	0	0	3.82	0	0	0	0	0	0	0	10.42	0	48.15	0	0	0	0	1.66	0	32.07	54.97	56.43	3.28	0	52.16	8.37	11.26	0	16.49	4.96	0	0	0	0	0	0	0	19.62	21.25	4.11	0	10.45	40.73	0.65	3.03	7.25	0	0	30.55
AXL	0	0	0	0	27.16	0	0	0	4.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63	0	0	0	0	0	0	0	0	88.46	2.37	5.68	15.86	239.41	122.13	67.33	3.48	0	0	0	1.69	0	0	3.14	84.9	0	0.53	3.32	1.84	0	0	5.03	0.03	2.45	2.97	3.58	113.27	0	0	0	4.34	0	51.44	0	0	0	0	0	0	0	22.09	0	179.44	0	0	0	0	167.11	0	72.71	0	0	0.99	0	0	31.11	0	53.17	0	0	171.85	0	0	0	2.54	17.76	0	0	0	0	2.38	23.52	24.95	9.29	65.08	4.73	6.85	7.78	11.68	5.13	6.98	0	0	2.34	3.76
AZI2	0	25.99	7.77	15.41	7.81	38.19	13.68	7.92	0	8.49	12.3	6.43	21.59	18.99	11.1	18.3	0	1.75	23.28	15.47	0	4.08	5.98	0	21.17	7.21	6.13	8.08	17.62	4.92	6.12	8.39	5.13	0	0.37	0.9	2.43	2.83	0	0	2.27	0	3.11	0	3	1.34	20.48	4.6	70.75	0.53	13.8	10.88	13.1	13.2	14.94	2.63	102.17	1.85	1.24	2.33	0.21	98.16	0.22	9.6	0	0	0	0	0	0	0	3.69	0	0	0	77.96	0	0	193.66	0	0	0	0	0	0	0	9.46	4.47	10.44	2.44	8.23	3.41	38.14	0	0	0.52	0	0	0	9.41	5.29	0	26.99	12	16.07	14.18	5.13	0	0	25.42	14.48	0	1.67	0.46	2.24	0	29.92	3.47	0
BACE1	0	0	0	0	0	20.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.59	0	0	0	0	0	0	0	0	0	0	83.43	0	0	9.34	201.05	69.43	0	11.56	0	0	0	0	0	0	0	23.36	0	0	0	0	0	0	0	0	0	3.71	0	0.9	8.92	6.59	0	0	0	0	0	0	0	0	0	0	0	0	0	66.07	55.38	0	0	0	0	2.25	1.56	0	0	4.07	0.22	0	0	0	0	1.84	4.89	0	0	0	0	0	0	0	0	0	0	0	0	8.08	14.24	0	5.39	0	2.55	8.64	0	11.71	3.95	0	0	5.9
BAG5	0	8.07	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	4.38	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09	4.38	0	0	0	0	16.65	0	0.75	2.12	3.4	0	0	0	0	0	0.31	0	0	0	0.4	0	0	35.72	24.52	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	11.15	0	0	0	0	0	0	5.37	0	0	0	0	0	0	0	0	6.32	0	21.3	6.43	46.29	0	0	0	1.67	0	0	18.13	0	0	0	0	0	12.5	0	0	0	0	0	12.8	0	52.45	6.22	2.39	2.47
BBS10	0	0	4.32	0	0	0	0	3.17	5.15	0	0	2.17	0.7	0	10.85	0	2.98	0	0	0	0	2.53	0.97	18.51	0	0	46.9	23.62	78.36	19.21	16.04	20.44	80.45	3.65	6.39	0	0	13.61	0	1.26	0.47	0	1.74	2.01	0	0.93	0	14.37	0	29.61	14.85	6.69	0	9.71	4.93	9.04	3.24	0.95	0	3.74	0.46	0.96	8.31	0	0	0	0	0	0	0	0	0	0	23.8	0	12.3	0	0	3.73	12.93	0	0	0	0	3.38	9.23	7.98	8.12	3.24	11.9	0	2.73	2.8	30.16	12.8	13.84	0	0	7.06	0	0	4.27	0	4.92	3.56	7.37	0	14.49	15.39	0	3.1	2.56	4.78	0	0	4.61	0	0	6.65
BCAS3	24.39	18.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	5.9	0	0	0	4.09	0	5.05	19.57	0	0	0	0	0	0	0	0	0	4.88	0	10.03	0	0	3.43	0	0	0	0	1.21	156.12	0	0	0	0	0	0	30.38	1.82	0	4.01	0	0	0	346.52	0	10.33	0	0	14.21	0	0	0	0	0	0	0	0	0	0	0	0	202.28	369.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.86	1.89	0	0	84.36	12.58	0	4.82	50.04
BCL6	328.44	64.88	123.44	133.34	182.71	180.88	205.19	314.12	78.83	31.49	31.06	89.63	105.07	300.47	175.33	181.36	247.61	68.51	121.28	217.86	0	342.32	0	0	198.19	1616.4	0	0	0	17.62	11.33	14.51	27.18	0	17.37	0	0	71.46	0	48.52	4.55	83.88	0	7.49	185.46	20.93	131.85	10.54	1.64	0	52.36	34.31	6.57	49.63	15.46	69.04	308.52	221.07	3.25	14	48.22	4.3	3.2	0	13.93	0	0	0	77.89	0	34.28	356.36	165.82	0	26.91	0	75.01	0	0	46.47	35.33	27.12	310.93	45.68	94.71	0	75.92	122.89	80.73	61.88	180.25	50.7	132.48	0	22.35	20.13	0	1.35	0	0	0	80.82	54.42	40.33	265.56	0	0	24.51	0	18.51	9.29	28.58	6.5	358.7	0	33.43	42.19	6.1	48.53
BEX5	0	0	0	0	0	0	6.7	0	0	14.07	0	0	0	95.2	0	0	18.99	0	0	0	0	0	0	0	0	0	0	39.6	0	0	0	0.05	6.65	0	0	17.46	0	0	0	9.85	0	0	0	0	30.33	0	194.8	51.86	142.87	48.44	3.31	0	83.15	0	10.68	0	0	0	0	0	1.37	0	0	0	0	0	0	131.33	0	0	0	20.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.08	31.82	58.16	28	27.59	0	81.18	20.23	0	0	0	0	0	0	39.38	0	0	14.38	2.29	0	0	0	0	0	0	4.54	0	0	14.88	38.52	0	0	0
BIN1	0	0	0	17.17	0	0	0	0	7.45	0	0	1.19	3.28	0	20.28	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	0	0	0	9.78	25.13	17.37	0	0	351.27	0	255.59	5.01	0	0	0.44	20.01	0	8.48	22.48	0	0	3.68	1.89	9.56	0.36	3.85	17.48	12.27	4.72	15.19	6.07	14.5	34.74	213.27	0	0	0	0	0	0	0	0	0	0	0	0	23.17	5.11	0	0	43.53	0	0	56.03	98.55	53.79	0	1.38	7.64	8.18	6.32	17.19	1.66	0	3.87	49.84	38.01	29.01	0	115.85	33.63	0	17.83	0	0	0	6.44	2.73	51.05	66.56	20.23	12.36	11.78	0	34.05	10.98	36.76	57.63	1.53	169.17
BIRC2	0	31.58	0	19.16	0	0	0	46.54	0	0	0	0	193.88	2.65	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	20.37	0	22.31	0	9.41	0	0	0	0	10.21	13.91	14.58	0	0	0	39.06	239.55	39.48	19	50.34	238.98	0	272.86	0	25.19	36.32	0	179.88	0	7.23	0	0	0	0	0	0	0	0	0	818.72	93.87	0	3546.68	0	0	7.02	0	0	0	0	0	82.7	0	0	0	0	0	11.08	0	91.27	0	0	0	5.14	0	0	0	0	101.44	27.01	30.66	51.82	1.4	11.63	0	0	10.85	132.1	0	0	0	0	14	4.25	0	20.2	0	32.43
BIRC3	1.48	5.24	7.44	7.67	0	41.54	10.68	24.86	5.37	20.55	0	7.78	11.78	32.77	19.38	26.28	8.01	11.79	0	15.79	0	19.42	5.05	9.62	32.21	32.25	7.51	3.65	3.66	104.66	0	5.98	7.55	5.71	1.48	0.49	0	6.92	7.22	3.55	5.8	2.36	0	147.66	4.94	9.48	28.29	14.17	3.33	3.5	7.53	11.09	22.25	17.69	2.73	10.03	5.77	25.91	4.92	4.35	1.54	22.77	2.91	0	0	563.87	0	23.91	0	0.19	116.97	32.02	43.76	0	0	0	0.46	64	0	0	0	0	97.9	0	0	0	13.52	9.79	22.97	12.94	33.55	11.58	2.05	2.31	2.13	2.98	11.15	2.17	3.58	2.96	0	99.84	523.15	26.49	7.62	0	6.52	6.4	35.72	22.62	5.17	0.82	0	1.18	4.46	0	0	13.26	3.57
BMPR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.93	0	0	0	0	0	0	0	0	2.02	26.68	0	0	8.61	0	6.11	0	0	0	15.92	0.71	0	0	27.76	0	14.94	0	0	0	1.82	48.33	20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.93	0	0	0	0	0	0.7	3.25	0	0	0	47.86	3.33	0	0	0	0	0	0	0	0	0	0	0	6.67	0	0	0	0	0	0	0	0	0	5.36	0	19.3	0	20.26	0	0	0	0	41.29	0	22.2	0	0	0
BOLA2B	1.66	116.37	171.71	233.24	47.18	31.45	30	62.05	299.69	201.34	42.03	300.77	89.85	200.44	0	202.78	158.61	52.23	0	0	154.7	36.49	114.64	78.97	0	198.02	331.87	124.58	772.43	490.99	102.87	208.64	588.31	7.17	14.37	0	37.46	15.43	0	247.97	153.53	150.96	0	0	0	117.78	113.3	227.7	0	109.01	36.61	48.72	386.05	165.12	142.14	56.29	65.19	36.82	0	218.4	18.5	234.05	30.37	0	0	0	0	230.93	0	0	0	15.01	38.4	0	0	0	0	0	0	0	44.58	31.6	0	96.96	184.14	0	53.98	118.72	69.58	222.66	45.18	50.74	56.56	133.17	111.47	98.58	96.03	0	87.6	82.28	29.19	0	96.76	164.42	182.83	28.66	61.36	178.02	330.35	241.68	355.73	74.16	670.32	94.78	5.58	16.85	0	0	35.62
BTBD19	0	0	0	0	0	0	7.22	0	0	0	0	0	1.13	0	0	73.6	0	0	0	0	0	0	0	0	0	0	0	0	26.62	0	42.37	0	0	25.72	4.96	0	3.84	0	0	6.42	0	7.31	4.68	94.47	0	6.85	0	0	43.64	0	2.12	0	0	0	12.96	0	3.27	17.01	0	0	0	0	0	0	20.14	0	0	0	0	0	0	0	136.29	0	0	0	8.52	0	0	0	0	30.78	0	0	0	0	3.07	0	0	16.69	5.44	1.24	0	0	0	0	0	0	0	14.81	35.48	0	22.72	6.27	20.06	11.18	149.02	32.47	11.67	0	29	0	8.78	6.66	0	8.67	0	22.86	42.47
BTBD7	44.55	0	0	0	0	3.18	0	0	0	5.94	0	14.71	0	3.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	2.88	0.7	0	0	0	0	0.76	2.53	0	2.67	24.39	1.14	0	0	1.48	44.55	0.33	4.46	0.94	0.19	0.68	0	0	0	0	0	12.52	0	0	0	0	0	0	0	4.64	0	0	0	0	0	4.85	0	11.28	0	0.94	0	1.58	0	0	0.09	1.62	22.96	7.22	0	0	0.41	0.43	0	7.96	0.71	0	0	0.43	0.06	0	0	0	0	1.08	3.32	1.17	3.42	0.88	4.59	0	23.24	17.77
BTF3L4	0	0.79	0	0	0	0	18.05	9.78	9.73	1.87	29.67	7.76	3.18	0	1.03	0	0	7.46	12.82	0	0	3.29	0	0	0	0	215.1	133.47	120.89	32.44	0	83.58	172.81	0.22	0	0	7.28	4.52	0	9.55	3.94	23.94	1.9	0	12.31	0	2.84	33.43	6.72	32.94	36.37	0	2.99	1.86	130.6	21.55	0	0.16	0	0	0	6.44	0	0	0	0	0	0.74	0	0	0	0	0	14.11	15.53	0	0	0	2.6	0	0	16.01	4.86	0	0	27.69	10.16	14.13	5.32	39.5	0	11.86	0	18.59	30.33	13.19	0	0	151.07	4.2	0	0	0	6.83	1	13.25	7.87	1.27	0	4.9	0	21.69	17.84	0	0	5.32	0	0	11.76
BUD23	20.55	0	5.65	0	37.55	39.47	0	17.36	0	0	102.29	12.31	33.11	42.55	0	27.94	9.9	457.11	67.59	0	0	17.58	0	23.65	53.88	0	2.79	26.92	24.58	177.05	24.21	0	14.75	0	0	9.05	149.99	8.41	0	2.34	0	0	0	0	0	13.22	51.13	15.81	9.76	0	26.47	116.94	132.26	0	0	6.11	6.18	6.77	10.03	23.82	11.79	4.66	42.52	0	0	0	0	0	20.21	0	0	8.12	0	0	0	0	0	0	0	0	0	0	0	0	0	75.97	0.14	13.13	18.73	121.32	53.55	0	32.67	0	0	0	0	0	0	0	0	21.78	6.24	0	14.79	0	122.67	0	0	0	13.14	5.95	127.18	0	12.14	0	0	21.57	0
C11orf58	28.07	160.5	0	11.26	6.91	0	4.32	4.49	0	7.42	0	0	5.81	0	0	0	0	0	0	3	8.13	0	2.25	0	715.16	0	5.62	2.91	4.5	4.68	3.45	7.66	55.59	0.53	21.6	78.32	19.67	0	0	0	0	0	12.17	74.75	0	0	0	0	2.15	0	7.46	145.52	0	1.91	1.29	0	61.25	4.1	0	0	31.53	0	0	0	0	0	0	0	0	0	0	0	762.67	0	0	0	103.09	0	0	0	728.17	5.32	0	122.9	0	16.15	0	28.64	0	251.03	0	0	0	0	165.39	0	0	0	0	14.91	0	95.78	13.16	3.2	17.4	46.67	30.17	0	158.44	232.02	173.13	7.05	219.83	4.97	0	0	0	17.37	0
C1orf159	0	0	22.68	0	15.43	10.29	0	11.24	0	6.92	10.89	0	0	0	0	48.86	0	4.8	0	0	72.66	25.3	0	0	0	0	0	51.15	16.55	69.29	0	25.77	31.29	2.66	0	23.84	0	0	0	14.41	2.48	0	23.83	10.33	65.28	39.78	59.92	24.43	17.97	0	8.97	16.77	15.59	5.96	8.08	12.83	3.83	25.51	0	23.34	0	1.68	45.28	0	0	0	50.55	0	0	0	0	0	0	0	0	0	33.77	0	10.61	0	0	0	0	0	0	41.37	46.61	22.01	2.03	85.71	0	11.95	26.68	33.52	43.41	107.27	0	0	28.68	14.88	26.47	18.81	18.47	9.33	25.47	42.12	4.63	98.36	20.61	21.2	34.69	6.87	21.91	0	0	13.47	0	31.22	0
C1orf68	1779.09	780.57	12.77	0	0	0	24.65	0	0	0	20.63	0	0	0	682.99	0	340.69	0	0	0	103.43	0	0	0	0	0	33.7	0	0	100.81	0	18.95	0	5.33	437.44	0	0	0	3.46	7.72	0	11.25	0	1247.75	48.92	13.94	0	0	175.78	5.58	0	1274.14	10.76	0	0	0	22.91	3.01	182.99	6.05	3.23	3.19	0	121.77	0	0	0	0	0	0	26.54	0	0	0	1089.98	0	0	0	0	50.14	64.52	13.4	0	116.75	0	0	0	0	0	0	141.84	0	334.46	0	0	182.49	0	0	0	39.77	0	0	0	0	47.13	45.89	69.21	5.53	16.14	23.09	20.17	272.63	18.37	0	0	173.65	190.93	35.63	12.27
C2orf69	47.69	13.59	14.74	15.88	0	35.43	71.36	32.28	0.6	28.45	12.15	13.86	46.9	24.6	0	17.52	9.53	23.4	24.73	22.64	0	12.23	5.2	9.5	43.08	7.38	1.67	5.11	0	5.19	2.19	0	2.45	3.24	2.98	0	4.38	0	2.59	0	3.05	0	4.2	8.24	0	0	12.45	9.83	21.47	36.17	24.08	3.31	16.58	20.62	3.77	23.94	10.41	0	0	0.57	2.48	1.2	0	4.82	1.75	5.67	0	52.99	0	28.73	15.65	6.25	4.33	0	0	0	2.1	0	0	0	0	0	0	0	0	0	33.26	16.04	13.2	8.3	9.04	12.69	34.86	0	4.34	7.91	33.03	0	0	0	33.73	17.78	25.33	4.95	21.96	7.86	1.82	0	0	5.98	7.16	0	0.87	0.56	5.42	11.18	0	0	2.54
C9orf72	0	0	9.47	0	0	0	1.2	222.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71	341.46	0	0	54.75	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18	0	0	13	0	0	0	58.11	77.59	45.29	0	0	0	0	0	0	0	0	0	0	0	0	1039.92	107.13	0	60.21	85.83	0	0	0	0	0	0	0	0	0	0	0	24.55	0	0	0	0	79.06	7.73	0	0	0	0	0	0	0	22.92	0	0	0	0	0	0	7.32	0	0	8.35	0	19.65	0	0	218.8	11.25	9.88	26.02	10.09
